지점,지점명,일시,평균기온(°C),최저기온(°C),최고기온(°C),일강수량(mm),평균 풍속(m/s),평균 상대습도(%),합계 일조시간(hr),합계 일사량(MJ/m2)
90,속초,2024-09-08,24.3,20.9,27.7,1.4,1.5,86.8,4.1,15.2
90,속초,2024-09-09,25.4,22.9,29.1,,1.8,86.9,1.8,11.09
90,속초,2024-09-10,26.6,22.6,30.3,,1.9,84,11.4,21.48
90,속초,2024-09-11,24.9,22.4,28.6,.6,1.9,84.8,3.4,8.84
90,속초,2024-09-12,21.9,21.3,23,5.9,1.5,93.5,0,2.52
90,속초,2024-09-13,23.3,21.2,24.8,10.7,1.3,93,0,4.94
90,속초,2024-09-14,22.1,21.2,23.8,18.4,2.1,91.8,0,7.29
90,속초,2024-09-15,20.4,19.3,21.8,39.5,2.4,96.4,0,3.52
90,속초,2024-09-16,21.3,19.4,23.4,.4,1.6,88.1,.1,7.35
90,속초,2024-09-17,24.3,20.8,28.2,0,1.6,87.6,5.4,15.79
90,속초,2024-09-18,23.4,22.4,24.7,70.4,1.2,93.3,0,3.87
90,속초,2024-09-19,24.1,23.1,26.1,.6,1.5,92,.5,8.56
90,속초,2024-09-20,21.9,16.7,26,128.2,3.2,93.3,0,2.3
90,속초,2024-09-21,17.9,17.3,18.4,89.2,6.1,95.4,0,2.53
90,속초,2024-09-22,17.4,15.6,19.8,53,4.1,89.1,0,2.95
90,속초,2024-09-23,17.8,14.2,22.2,,2.2,70.3,7.4,19.69
90,속초,2024-09-24,17.8,13.4,22.6,,2.2,75.3,7.1,17.17
90,속초,2024-09-25,19.7,15.2,23.2,,1.5,85,3.7,13.81
90,속초,2024-09-26,20.8,18.7,24.1,3.8,1.6,89.8,3.1,11.27
90,속초,2024-09-27,20.6,18.3,22.5,6.6,3.2,84.6,.6,5.52
90,속초,2024-09-28,20,16.9,23.5,,2.2,73.4,9.3,18.85
90,속초,2024-09-29,19,15.5,23.5,,1.7,81.5,4.3,10.33
90,속초,2024-09-30,20.5,14,25.8,,2.4,72.3,10.6,19.35
93,북춘천,2024-05-20,18.5,15,23,1.1,.7,82.8,.9,8.26
93,북춘천,2024-05-21,20.4,14.6,28,,1,66.8,12.1,22.66
93,북춘천,2024-05-22,20.1,12.8,27.8,,1.7,68.8,11.5,27.84
93,북춘천,2024-05-23,20.9,12.8,29,,1.6,62.9,12.7,29.3
93,북춘천,2024-05-24,18.7,14.7,22.5,0,1.1,79,1.7,10.82
93,북춘천,2024-05-25,18.6,13.6,24.6,0,1,72.8,3.5,15.84
93,북춘천,2024-05-26,19.5,15.5,24.9,9.2,1.6,79.5,4.6,15.11
93,북춘천,2024-05-27,17.4,12.7,22.5,,2.4,66.8,8.1,20.35
93,북춘천,2024-05-28,17.6,10.7,24.7,,1.5,61.6,12.8,29.45
93,북춘천,2024-05-29,18.6,9.7,28.3,,1.4,64.8,12.6,28.34
93,북춘천,2024-05-30,18.2,12.2,23.1,,.7,72,2.2,13.6
93,북춘천,2024-05-31,20.9,14.6,27.3,,2.2,58.5,10.5,28.59
93,북춘천,2024-06-01,20.4,17.1,26,0,1.2,59.4,8.2,21.32
93,북춘천,2024-06-02,18.5,12.2,24.9,0,1.2,66.9,7.9,22.01
93,북춘천,2024-06-03,18.8,11.1,27.3,,1.6,56,13,29.89
93,북춘천,2024-06-04,20,9.9,29.4,,1.1,58.9,12.2,29.89
93,북춘천,2024-06-05,22.3,13.6,31,,1.1,62.1,11.9,28.01
93,북춘천,2024-06-06,23,16.8,31,,1.1,63,9.9,27.57
93,북춘천,2024-06-07,21.6,14.7,28.6,.1,.9,66.8,9.8,20.93
93,북춘천,2024-06-08,19.1,17.4,23,17,.9,91.6,2.1,8.28
93,북춘천,2024-06-09,22.7,17.4,29.2,,1.3,73.1,11.1,28.52
93,북춘천,2024-06-10,23.7,16.4,30.3,,1.5,72.8,12.2,27.45
93,북춘천,2024-06-11,25.2,19.5,31.8,,1.4,69.1,10.1,25.97
93,북춘천,2024-06-12,24.2,16.2,32.2,,1,67.5,11.9,26.67
93,북춘천,2024-06-13,25.1,17.6,33.9,,1,63.4,13.2,29.38
93,북춘천,2024-06-14,25.6,17.4,33.1,,1.3,61.8,11.7,26.63
93,북춘천,2024-06-15,22.9,19.3,28,3.1,1.1,80,6.1,16.41
93,북춘천,2024-06-16,23.1,16.1,30.1,,1.4,62.8,12.4,29.89
93,북춘천,2024-06-17,22.8,14.3,31.1,,1.6,57.3,12.7,27.88
93,북춘천,2024-06-18,24.4,14.3,34.1,,1.1,60,13.2,28.74
93,북춘천,2024-06-19,26.5,17.4,36,,1.1,60.9,12.6,29.07
93,북춘천,2024-06-20,27,18.9,36.1,,1.1,62.9,12.5,26.89
93,북춘천,2024-06-21,27,18.6,35.3,,1.4,62.6,12.8,27.98
93,북춘천,2024-06-22,23.1,22,25.7,13.7,.6,87.8,0,4.11
93,북춘천,2024-06-23,24.8,21.1,30.4,3,1.5,81,6.5,18.14
93,북춘천,2024-06-24,24,19.7,29.2,0,2,74.8,8.9,22.16
93,북춘천,2024-06-25,21.8,16.2,27.2,,2.1,67.6,8.1,19.26
93,북춘천,2024-06-26,23.3,15.4,30.9,,1,68.6,13,30.17
93,북춘천,2024-06-27,24.1,17.3,31.5,,1.2,67.3,13.3,26.25
93,북춘천,2024-06-28,24.9,16.4,32.9,,1.1,63.8,12.7,28.78
93,북춘천,2024-06-29,25.2,18.1,33.7,26.1,1.1,73.6,9.4,24.4
93,북춘천,2024-06-30,23.4,22.2,24.8,61.5,1.5,93.4,.2,4.6
93,북춘천,2024-07-01,25.3,21.7,30.5,,.9,82.3,6.1,19.84
93,북춘천,2024-07-02,22.4,21.4,24.7,31.2,.9,93,0,2.84
93,북춘천,2024-07-03,23.9,21.3,26.1,5.7,1.8,87.1,.5,7.96
93,북춘천,2024-07-04,25.8,21.2,29.8,7.8,1.9,81,8.4,20.64
93,북춘천,2024-07-05,24.5,21.1,27.9,9.1,3.2,81,8.8,24.15
93,북춘천,2024-07-06,24.1,20.6,29.1,4.5,1.2,90.4,.3,4.87
93,북춘천,2024-07-07,24.1,20.5,27.4,6.3,1.6,87.3,2.4,13.72
93,북춘천,2024-07-08,24,22.9,26.2,21.9,.8,95.4,.2,6.46
93,북춘천,2024-07-09,24.6,22.4,28.3,.1,1,89.6,1.6,11.09
93,북춘천,2024-07-10,25.8,21.9,31.9,2,1.2,79.6,8.9,22.28
93,북춘천,2024-07-11,25.5,20.7,32,,1,82.5,5.7,20.39
93,북춘천,2024-07-12,26.2,22.6,31.1,,.9,82.3,7.5,21.15
93,북춘천,2024-07-13,26.6,22.3,33.3,,1,79,8.6,22.66
93,북춘천,2024-07-14,25.9,20.5,31.3,,1.4,71.9,7.8,19.53
93,북춘천,2024-07-15,26.8,21.7,32,0,1.7,71.8,11,23.85
93,북춘천,2024-07-16,26.3,22.6,32.5,12.9,1.3,82.4,7.9,20.34
93,북춘천,2024-07-17,23.8,22.2,25.6,98.4,.7,97,.2,2.75
93,북춘천,2024-07-18,23.9,23.1,24.7,74.8,1.1,97.4,0,2.33
93,북춘천,2024-07-19,26.6,21.8,32.3,,1.4,81.9,10.5,26.87
93,북춘천,2024-07-20,25.8,22.4,29,22.9,1.3,88.1,2,10.57
93,북춘천,2024-07-21,25.9,22.3,30.6,4.8,2.3,86.9,5.3,15.67
93,북춘천,2024-07-22,26.4,25,28.6,8.8,.8,92.9,1.4,5.54
93,북춘천,2024-07-23,26.3,24.2,28.5,13.4,1.4,90.1,.3,6.57
93,북춘천,2024-07-24,26.9,22.7,31.5,22.6,1.2,88.4,5.8,16.64
93,북춘천,2024-07-25,28.3,23.2,33.3,23,1.3,83.5,7.2,20.11
93,북춘천,2024-07-26,27.7,23.4,34.1,26,1,85.8,6.8,18.46
93,북춘천,2024-07-27,27.9,25.5,33.2,12.7,1,90,4.2,15.49
93,북춘천,2024-07-28,28.7,25.1,32.7,0,1.5,80,6.1,16.57
93,북춘천,2024-07-29,26.9,25.8,28.4,0,2.1,89.8,.4,6.26
93,북춘천,2024-07-30,27.6,25.5,31.5,2.2,2,86.8,4.2,10.28
93,북춘천,2024-07-31,28.6,24.9,33.1,0,1.3,81.9,9,21.84
93,북춘천,2024-08-01,28.8,25.6,33.3,,1.4,84.1,5.7,17.91
93,북춘천,2024-08-02,28.6,26,32.6,0,1.1,86.8,5.1,11.33
93,북춘천,2024-08-03,29.4,25,35.4,,.8,80.6,10.2,20.73
93,북춘천,2024-08-04,30.1,24.1,36.2,,1,74.6,12.3,26.23
93,북춘천,2024-08-05,29,23.8,35,32.8,1.2,82.1,8.3,19.52
93,북춘천,2024-08-06,26,23.3,30.7,6.7,.8,91.6,6.6,13.91
93,북춘천,2024-08-07,27.6,24.8,32.8,.4,.8,88,6.2,15.93
93,북춘천,2024-08-08,27.1,24.3,31.4,0,.9,87.9,4.5,13.81
93,북춘천,2024-08-09,28.3,24.2,34.8,,.9,79.5,9.2,25.01
93,북춘천,2024-08-10,28.5,23.8,34.6,,.9,81.3,9.1,23.26
93,북춘천,2024-08-11,28.8,25.3,34.1,,.8,81.3,7.2,20.92
93,북춘천,2024-08-12,29.6,24.5,35.4,0,1,78,10.2,24.53
93,북춘천,2024-08-13,29.7,24.6,35.6,0,1,77.3,12,23.8
93,북춘천,2024-08-14,29.8,24.9,35.7,,1.1,75.4,11.5,24.89
93,북춘천,2024-08-15,29,23.6,35.3,,1.1,73.3,11.3,23.9
93,북춘천,2024-08-16,29.1,23.8,35.3,,1.1,69,10.8,25.41
93,북춘천,2024-08-17,29.7,24.3,35.7,,1,70.8,12.2,26.14
93,북춘천,2024-08-18,28.9,25.6,35.6,.2,1.1,79.1,9,21.89
93,북춘천,2024-08-19,29.1,24.5,35.7,,1,77.9,9.6,22.97
93,북춘천,2024-08-20,30,24.2,36.2,,1.4,73.5,9.2,20.04
93,북춘천,2024-08-21,26.7,25.3,29.7,51.1,1,95.4,.4,3.27
93,북춘천,2024-08-22,27.7,25.4,30.9,1.5,1.6,87.6,.9,6.64
93,북춘천,2024-08-23,27.5,23.7,32.4,,1.6,81,9.1,18.6
93,북춘천,2024-08-24,26.9,23.4,32.1,,1,83.9,6.9,18.31
93,북춘천,2024-08-25,27.6,23.8,32.5,,.8,81.4,9.5,20.64
93,북춘천,2024-08-26,26.8,23.7,30.9,0,.6,87.3,1.1,11.26
93,북춘천,2024-08-27,25.1,21.2,29.4,0,.9,83.3,4.4,8.99
93,북춘천,2024-08-28,26.1,19,32.8,,1.4,70.6,12,25.05
93,북춘천,2024-08-29,25.4,19.1,30.8,,1.7,73.3,9.1,20.24
93,북춘천,2024-08-30,26.2,20.1,33.8,,1.2,72.6,12,22.57
93,북춘천,2024-08-31,24.7,18.5,32.2,,.8,76.4,11.7,23.02
93,북춘천,2024-09-01,25,20,31.5,,1.2,76.6,10.2,22.07
93,북춘천,2024-09-02,22.8,19.2,26.6,1.5,1,82.6,1.4,7.71
93,북춘천,2024-09-03,23.8,18.5,30.9,,1,65,11.6,22.68
93,북춘천,2024-09-04,24.6,18.3,31.8,,.9,74.5,11.8,23.34
93,북춘천,2024-09-05,24.5,21,28.3,0,.9,87.3,1.2,7.28
93,북춘천,2024-09-06,22.5,20.7,24.3,1.1,.9,81.8,0,3.55
93,북춘천,2024-09-07,23.6,19.9,30.4,.4,.7,81.1,7,18.1
93,북춘천,2024-09-08,24.8,18.8,32,,.8,77.5,10.9,21.38
93,북춘천,2024-09-09,26.9,22.3,33,,.8,79,8.4,19.25
93,북춘천,2024-09-10,27.3,22.1,33.8,,.8,80.6,10.3,18.21
93,북춘천,2024-09-11,28,22.1,35.4,0,1,75.8,9.8,21.1
93,북춘천,2024-09-12,23.4,22.8,25.4,12.1,.7,95.8,0,3.31
93,북춘천,2024-09-13,24.4,22.5,27.4,20.7,.5,95.1,0,4.98
93,북춘천,2024-09-14,26.1,23.2,30.3,34.4,.8,87.5,4.3,12.99
93,북춘천,2024-09-15,25.2,22.8,28,,1.4,74.8,4.1,9.96
93,북춘천,2024-09-16,23.4,19.5,28.5,10,.7,88.4,4.5,12.12
93,북춘천,2024-09-17,26.1,22.4,31,0,.5,89.8,3.2,10.8
93,북춘천,2024-09-18,27.6,24.6,32.4,.5,.6,87.5,5.8,12.46
93,북춘천,2024-09-19,26.8,23.8,31.9,,.7,89.3,5.9,13.94
93,북춘천,2024-09-20,23.6,16.4,28.1,43.2,1.1,92.6,.8,5.4
93,북춘천,2024-09-21,18.8,16,22.3,48.8,1.8,80.1,.2,5.52
93,북춘천,2024-09-22,19.8,15.8,24.4,0,1.9,69.6,6.3,13.65
93,북춘천,2024-09-23,18.4,12.8,23.8,,1.7,64.5,11.3,21.78
93,북춘천,2024-09-24,17,10.4,25,,.7,77,10.9,21.54
93,북춘천,2024-09-25,19.6,13.1,26.6,,.7,82.5,6.4,16.1
93,북춘천,2024-09-26,21.2,18,27.2,12.2,.8,87.5,6.5,14.2
93,북춘천,2024-09-27,21,16,27.5,,1.3,76.1,8.4,17.62
93,북춘천,2024-09-28,20.8,15.4,26.2,,2,66.9,10.1,18.87
93,북춘천,2024-09-29,20.2,13.9,27.2,,1.2,74.4,10.6,19.62
93,북춘천,2024-09-30,19.2,13.4,26.5,,.8,81,9.9,18.87
95,철원,2024-05-20,18,15.9,21.7,.5,.9,86,1.2,5.65
95,철원,2024-05-21,20.1,13.8,27.4,,1.3,69.3,13.2,30.25
95,철원,2024-05-22,18.8,13.8,25.1,,1.3,76.4,8.7,25.4
95,철원,2024-05-23,18.4,11.7,25.4,,1.4,75.1,10.3,27.86
95,철원,2024-05-24,18.1,15.2,22.7,,1.2,86.1,4,11.6
95,철원,2024-05-25,18.9,14.2,24.2,,1.2,75.5,5.3,18.37
95,철원,2024-05-26,18.8,15.3,23.3,6.2,1.8,82.6,3.5,11.63
95,철원,2024-05-27,16.9,12.6,21,,2.1,65.1,8.3,21.73
95,철원,2024-05-28,17.6,10.3,24.4,,1.9,61.9,13.3,30.88
95,철원,2024-05-29,18.8,10.8,26.9,,1.3,63.6,12.7,29.18
95,철원,2024-05-30,17.8,11.9,22.7,,.7,68.1,3.4,13.92
95,철원,2024-05-31,19,12.7,25.1,,1.7,61.9,12,28.73
95,철원,2024-06-01,19.3,15.6,24.6,.2,1.4,64.4,8.8,26.3
95,철원,2024-06-02,17.5,11.6,24.6,.6,1.1,71.4,9.1,24.52
95,철원,2024-06-03,18.6,10.4,26.4,,2,57.1,13.6,31.37
95,철원,2024-06-04,20.2,10.9,28,,1.1,54.9,12.5,30.04
95,철원,2024-06-05,21.8,13.3,29.1,,1,65.4,11.8,27.56
95,철원,2024-06-06,22.8,16,29.7,0,1.2,63.9,10.2,28.04
95,철원,2024-06-07,21.5,15.4,27.3,0,.9,69.9,7.4,19.43
95,철원,2024-06-08,18.1,15.8,21.8,11.8,.8,93.8,1.4,6.71
95,철원,2024-06-09,21,14.7,27.9,,1.1,75.6,8.9,27.28
95,철원,2024-06-10,23,15.9,29.3,,1.2,74.9,12.3,27.87
95,철원,2024-06-11,24.3,19.2,30.6,,1.4,71.9,11.5,27.87
95,철원,2024-06-12,23.4,16.1,30.1,,1.2,68.8,11.5,26.4
95,철원,2024-06-13,24.2,16.2,32.2,,1,65.9,13.3,29.94
95,철원,2024-06-14,24.5,16.8,31.8,,1.3,60.1,11.4,24.7
95,철원,2024-06-15,22.2,19,26.9,0,1.1,78.5,6.1,15.64
95,철원,2024-06-16,22.8,15.9,28.9,,1.4,64.9,11.8,29.31
95,철원,2024-06-17,22.6,13.9,29.5,,1.6,56.6,13.3,28.7
95,철원,2024-06-18,24.4,14.6,32.9,,1.3,63.5,13.2,28.85
95,철원,2024-06-19,25.5,16.6,34.3,,.9,62.6,12.6,29.37
95,철원,2024-06-20,26.5,18.3,35.8,,1.3,58.8,12.7,28.67
95,철원,2024-06-21,26.1,17.4,34.2,,1.2,61.4,12.8,28.42
95,철원,2024-06-22,22.9,21.8,24.7,7,1.2,87.3,0,5.46
95,철원,2024-06-23,24.4,19.3,30.5,27.5,1.8,79.6,7,21.04
95,철원,2024-06-24,22.9,19,28.2,.1,1.4,75,6.5,21.28
95,철원,2024-06-25,21.7,15,26.1,,1.6,66.8,9.6,22.81
95,철원,2024-06-26,23.1,15.2,30,,1.1,68.3,13.1,30.27
95,철원,2024-06-27,23.7,15.8,30.9,,1,68,10.9,26.85
95,철원,2024-06-28,24.5,16.8,31.5,,1.1,63.8,13,28.98
95,철원,2024-06-29,24.6,16.7,32.9,11.8,1,72.3,9.3,23
95,철원,2024-06-30,23.1,21.7,26.1,39.1,2,94.5,3.3,8.72
95,철원,2024-07-01,24.4,21.6,28.8,,1.5,80.3,6.7,18.5
95,철원,2024-07-02,21.8,20.8,24.1,37.8,1.6,93.5,0,2.63
95,철원,2024-07-03,23.2,22.2,24.1,3,2.5,86.9,.1,6.05
95,철원,2024-07-04,25,22,28.2,7.8,1.7,82.6,4.7,16.7
95,철원,2024-07-05,23.5,20.7,27,5.3,2.6,83.1,7.1,20.2
95,철원,2024-07-06,23,19.9,27.4,9.5,1.8,92.6,0,3.49
95,철원,2024-07-07,24.4,20.3,28,2.9,1.7,83.6,4.5,17.1
95,철원,2024-07-08,23.7,22.1,25.3,13.5,1,95.8,.5,5.65
95,철원,2024-07-09,24.2,21.6,28.1,4.2,1.1,89.4,3.2,13.47
95,철원,2024-07-10,24.8,21,30.2,.1,2,82.8,7.8,24.17
95,철원,2024-07-11,24.9,19,30.7,,1.2,83.1,11.6,28.4
95,철원,2024-07-12,25.6,22.3,29.9,,1,83,7.5,21.06
95,철원,2024-07-13,25.9,20.8,32,,1.3,79,10.2,24.17
95,철원,2024-07-14,25.5,20.2,31.3,,2.1,73.1,9,23.45
95,철원,2024-07-15,26.3,21,31,,1.9,71.6,11,21.48
95,철원,2024-07-16,25.8,21.6,32.1,2.2,1.3,83.6,8.1,19.5
95,철원,2024-07-17,23.4,22.2,26.5,194.9,1.4,97.1,.2,2.93
95,철원,2024-07-18,23.8,22.4,24.8,160.3,1.6,95.9,0,4.44
95,철원,2024-07-19,26,21.4,30.5,,1.2,84.6,8.4,23.01
95,철원,2024-07-20,25.5,21.8,29.1,6.8,1.6,87.4,1.9,10.18
95,철원,2024-07-21,24.6,21.5,28.5,15,2.5,89.4,3,10.63
95,철원,2024-07-22,25.3,23.9,27.7,172.5,1.8,94.3,1,4.96
95,철원,2024-07-23,25.6,24,28,10.3,2,90.5,.7,8.46
95,철원,2024-07-24,26.7,23.5,30.5,6.8,1.5,90.6,5.3,16.79
95,철원,2024-07-25,27.4,23.7,31.9,12.1,1.3,86.8,5,18.68
